UMCIndex	NETClassRep	UMCMonoMW
2108	0.5658	2124.026705
2109	0.567	2465.232936
2110	0.5651	2643.490034
2111	0.5658	2905.555647
2112	0.5654	3510.573682
2113	0.567	2518.146415
2114	0.5666	2462.2116
2115	0.5666	2463.217731
2116	0.5664	2465.731853
2117	0.5678	2399.188715
2118	0.5678	3099.51779
2119	0.5675	3331.597634
2120	0.5675	2006.120101
2121	0.5675	2479.213378
2122	0.5681	2140.087448
2123	0.5703	2617.368701
2124	0.5676	2634.368723
2125	0.5718	2633.367262
2126	0.5685	5208.563379
2127	0.5691	1095.253757
2128	0.5684	5150.557879
2129	0.5687	5207.559584
2130	0.5723	2459.307195
2131	0.5693	3264.560142
2132	0.5739	2475.30481
2133	0.57	2499.337622
2134	0.5688	3286.767454
2135	0.569	1102.015795
2136	0.5691	2492.240159
2137	0.5693	3102.458691
2138	0.5697	3265.561245
2139	0.5697	2500.342261
2140	0.5718	2512.224846
2141	0.5723	2455.334403
2142	0.5853	4100.132691
2143	0.5718	2456.28953
2144	0.5733	2457.29629
2145	0.5744	1228.648667
2146	0.5806	3362.699799
2147	0.5806	1889.968359
2148	0.579	4711.420988
2149	0.5795	3415.611203
2150	0.5806	3476.694619
2151	0.5853	4084.134436
2152	0.5853	4197.124592
2153	0.5838	4312.121815
2154	0.5843	4198.12597
2155	0.5838	2633.365497
2156	0.5843	3948.024607
2157	0.5853	3434.723595
2158	0.5921	2722.355884
2159	0.589	4311.116576
2160	0.5898	3460.754633
2161	0.5897	4130.143889
2162	0.5899	4132.146577
2163	0.5902	1487.803019
2164	0.5899	4131.148069
2165	0.5907	2388.247886
2166	0.5907	2198.093254
2167	0.5905	2353.1307
2168	0.5905	2389.252138
2169	0.5916	2833.459716
2170	0.5907	2214.087789
2171	0.5915	2119.029213
2172	0.5921	2706.36985
2173	0.5913	2584.219246
2174	0.5921	2721.35135
2175	0.5921	2759.280504
2176	0.5919	2723.397556
2177	0.592	2702.405491
2178	0.5921	2706.865338
2179	0.5922	2720.350649
2180	0.592	2704.35804
2181	0.5919	2703.348899
2182	0.5931	1884.013605
2183	0.5931	4590.37798
2184	0.5931	3768.020694
2185	0.5934	4591.376213
2186	0.5931	1882.0074
2187	0.5934	1607.866828
2188	0.5943	2721.357061
2189	0.5943	2722.359711
2190	0.5945	4677.247926
2191	0.5948	2759.281117
2192	0.5945	2760.280338
2193	0.5948	2847.467332
2194	0.597	3931.888834
2195	0.5966	1870.79739
2196	0.6007	2762.398416
2197	0.6007	2778.393365
2198	0.6002	4380.161504
2199	0.6029	1929.95049
2200	0.6052	4317.925166
2201	0.6016	2724.402294
2202	0.6034	4316.929939
2203	0.6052	2600.248917
2204	0.6111	3705.948971
2205	0.6061	3418.729163
2206	0.6093	1668.889546
2207	0.6118	2767.478998
2208	0.6111	3727.940944
2209	0.6111	1233.666677
2210	0.6118	3758.868943
2211	0.6118	3276.637018
2212	0.6116	3726.936889
2213	0.6111	3702.940741
2214	0.6124	2383.190841
2215	0.6123	1987.004398
2216	0.6122	3668.864192
2217	0.6124	2399.187871
2218	0.6128	2415.182239
2219	0.6128	2460.311754
2220	0.6132	2722.355173
2221	0.6131	2721.358431
2222	0.6131	3706.943141
2223	0.6132	4612.297781
2224	0.6138	2108.029005
2225	0.6135	3418.723953
2226	0.6138	2124.023931
2227	0.6144	685.462772
2228	0.6138	2222.020742
2229	0.6147	4661.245875
2230	0.6143	4662.25156
2231	0.6152	4677.244764
2232	0.6145	4775.23931
2233	0.6145	4007.885411
2234	0.6153	4678.252206
2235	0.6149	4714.163244
2236	0.6149	4006.885794
2237	0.6153	4008.891541
2238	0.6153	4693.239708
2239	0.6156	1892.963824
2240	0.6174	1884.01546
2241	0.6169	2721.364345
2242	0.6156	2762.400624
2243	0.6156	4694.246623
2244	0.6174	2722.361094
2245	0.616	3705.950928
2246	0.6172	3512.805969
2247	0.6276	1102.016506
2248	0.6178	418.162854
2249	0.6186	2568.223662
2250	0.6196	4870.342077
2251	0.6216	4007.88721
2252	0.6205	4869.355214
2253	0.6209	2569.223624
2254	0.6237	2721.359674
2255	0.631	3595.791979
2256	0.6296	5208.424534
2257	0.6338	3609.841518
2258	0.6276	5209.422391
2259	0.6372	4927.477762
2260	0.6344	3594.791976
2261	0.6406	3626.835454
2262	0.6351	3966.955731
2263	0.6386	2337.134151
2264	0.6351	4928.489045
2265	0.6344	3610.841257
2266	0.6338	4609.337428
2267	0.6331	4610.339471
2268	0.642	2353.130935
2269	0.6379	4476.235099
2270	0.6386	3345.717372
2271	0.6448	3402.72931
2272	0.6434	3688.928078
2273	0.6448	3985.915715
2274	0.6434	3454.640725
2275	0.6448	3399.713574
2276	0.645	3455.643409
2277	0.6448	3424.711935
2278	0.6455	2600.484128
2279	0.6449	3402.53977
2280	0.6448	3456.645906
2281	0.645	4001.911985
2282	0.6461	3072.629711
2283	0.6457	3333.554378
2284	0.6456	3332.552324
2285	0.6457	2597.462257
2286	0.6462	1024.210036
2287	0.6457	2459.308058
2288	0.646	2828.480221
2289	0.6463	3088.627226
2290	0.6461	2829.495314
2291	0.6464	2688.353554
2292	0.6463	4928.422304
2293	0.6464	2722.360515
2294	0.6465	2338.138709
2295	0.6466	2767.387977
2296	0.6476	3818.981324
2297	0.6476	3834.97711
2298	0.6476	4424.143396
2299	0.6473	4425.145251
2300	0.6474	2707.370761
2301	0.6494	4007.885019
2302	0.6475	2969.438407
2303	0.6479	3135.70359
2304	0.6476	4423.139106
2305	0.6485	1102.015594
2306	0.6479	3813.928922
2307	0.6482	2338.13753
2308	0.6485	2499.358535
2309	0.6485	3332.553938
2310	0.6485	1110.850594
2311	0.6493	450.157238
2312	0.6493	3945.003052
2313	0.6495	3991.885213
2314	0.649	2308.122977
2315	0.6494	3992.898185
2316	0.6497	2707.372684
2317	0.6494	4105.886652
2318	0.6495	4044.805437
2319	0.6494	1328.983674
2320	0.6494	1329.317124
2321	0.6495	3988.877616
2322	0.6496	4043.79874
2323	0.6499	3402.733266
2324	0.6536	4212.146121
2325	0.6536	2337.137229
2326	0.6502	2459.310542
2327	0.6536	2775.414975
2328	0.6523	4023.883338
2329	0.6609	2751.486249
2330	0.6602	3168.672645
2331	0.6636	3331.610573
2332	0.6616	3669.8425
2333	0.6602	1056.223332
2334	0.6616	2500.344105
2335	0.6636	3685.838756
2336	0.6623	1110.536189
2337	0.6636	1749.774855
2338	0.6616	3614.746534
2339	0.6602	3992.889808
2340	0.6609	3348.630371
2341	0.6616	3401.732495
2342	0.6616	3700.834935
2343	0.6623	3701.82908
2344	0.6657	5798.042312
2345	0.6767	1102.016342
2346	0.667	2286.009337
2347	0.6697	2324.118003
2348	0.6718	1883.762059
2349	0.6704	2459.309599
2350	0.6738	4715.397111
2351	0.675	5188.578942
2352	0.6754	3642.812656
2353	0.6755	2366.168895
2354	0.6756	2195.998794
2355	0.6754	2382.162464
2356	0.6758	5488.517969
2357	0.6758	2913.507593
2358	0.6757	3401.731061
2359	0.6758	5992.148787
2360	0.6768	2680.453693
2361	0.6764	3447.711579
2362	0.6765	2459.310259
2363	0.6771	3526.781478
2364	0.6768	942.965678
2365	0.6784	3316.555432
2366	0.6784	3332.552732
2367	0.6779	3445.744818
2368	0.6781	3684.852985
2369	0.6787	3348.548278
2370	0.6784	3369.473472
2371	0.6786	3370.472668
2372	0.6784	3313.540131
2373	0.6785	3338.541723
2374	0.6783	3316.375283
2375	0.6788	5429.621282
2376	0.6788	2091.004082
2377	0.6787	3339.544428
2378	0.6789	3402.734403
2379	0.6792	5000.60672
2380	0.679	2707.37189
2381	0.6792	2106.999661
2382	0.6795	3317.55978
2383	0.6801	3444.744825
2384	0.6843	3625.768338
2385	0.6802	4843.470696
2386	0.683	4842.46701
2387	0.6857	3641.766707
2388	0.6864	3360.740625
2389	0.683	942.964836
2390	0.6864	3968.871697
2391	0.6985	4131.065996
2392	0.6978	4007.887654
2393	0.7072	4429.358042
2394	0.7155	2643.491283
2395	0.7203	450.157244
2396	0.7213	448.14165
2397	0.727	699.478726
2398	0.7353	3773.863574
2399	0.7359	3849.853957
2400	0.7359	5199.611818
2401	0.7366	2253.984161
2402	0.7365	3332.557632
2403	0.7374	2561.305362
2404	0.7369	2417.270411
2405	0.737	2707.374978
2406	0.7377	431.2309
2407	0.7375	4672.392696
2408	0.7381	403.199663
2409	0.7383	402.167965
2410	0.7386	2253.982813
2411	0.7384	4472.251239
2412	0.7393	1102.01706
2413	0.7395	3877.998846
2414	0.7445	3907.841948
2415	0.7417	2335.329978
2416	0.7445	639.457729
2417	0.7461	3877.997696
2418	0.7458	3893.992667
2419	0.748	3895.003262
2420	0.7565	942.965236
2421	0.7646	3877.998646
2422	0.7646	4309.292315
2423	0.7761	942.965536
2424	0.7761	4640.289372
2425	0.7803	2706.37105
2426	0.7811	3877.999846
2427	0.7808	3893.997267
2428	0.7823	2706.37375
2429	0.7834	4631.254664
2430	0.7835	4647.252788
2431	0.7835	4632.24962
2432	0.7841	2119.998374
2433	0.7842	2135.993074
2434	0.7854	2706.373933
2435	0.7858	3878.002946
2436	0.7858	3862.004425
2437	0.787	1102.01701
2438	0.7874	3890.989231
2439	0.7962	5936.025781
2440	0.7892	3061.079717
2441	0.7897	4121.143345
2442	0.7889	5683.851976
2443	0.7904	5953.041597
2444	0.7898	5937.030654
2445	0.7892	3049.135921
2446	0.7901	2706.37285
2447	0.7903	5952.036601
2448	0.7897	5440.714877
2449	0.7897	5935.030574
2450	0.7921	1102.01751
2451	0.7929	5534.665163
2452	0.7929	5551.661079
2453	0.7927	5550.661784
2454	0.7961	5937.034476
2455	0.7962	5920.02086
2456	0.7945	5093.470758
2457	0.7941	5109.470444
2458	0.7961	5952.027302
2459	0.7957	5953.032097
2460	0.7947	1102.01866
2461	0.7948	2706.37525
2462	0.7961	5973.936293
2463	0.7946	5094.470107
2464	0.7953	5919.025196
2465	0.7955	3007.476035
2466	0.7955	5440.715627
2467	0.7962	5972.934298
2468	0.7952	5441.706772
2469	0.7961	5935.028277
2470	0.7962	4121.144645
2471	0.7955	5424.715056
2472	0.7963	5951.013207
2473	0.7958	5425.720951
2474	0.7959	4122.14739
2475	0.7961	2958.508011
2476	0.7973	4777.466153
2477	0.7976	3862.001725
2478	0.7967	5953.032147
2479	0.7978	3879.018541
2480	0.7979	3878.006096
2481	0.7971	5921.026782
2482	0.7973	3024.474798
2483	0.7975	3914.915813
2484	0.7977	3895.005112
2485	0.7976	1285.686525
2486	0.7975	3023.474353
2487	0.7979	3894.001167
2488	0.7974	4778.462218
2489	0.7976	3883.983716
2490	0.7977	1929.996829
2491	0.7996	1102.01806
2492	0.7996	942.965736
2493	0.8034	5423.729361
2494	0.8037	5424.712406
2495	0.8038	5441.716522
2496	0.8037	5440.710527
2497	0.804	5456.708898
2498	0.804	5425.717601
2499	0.8059	3862.002025
2500	0.8059	3878.005346
2501	0.8051	431.2441
2502	0.806	3894.001967
2503	0.8049	3895.012462
2504	0.8056	1285.687025
2505	0.8056	1286.020224
2506	0.8055	3914.918913
2507	0.8057	3915.921358
2508	0.8051	4248.197417
2509	0.8056	3884.986011
2510	0.8054	3858.992911
2511	0.8058	3895.005212
2512	0.8059	3883.988916
2513	0.806	3879.021991
2514	0.8103	4592.346317
2515	0.8094	4609.369633
2516	0.8079	1102.01666
2517	0.8128	1102.01761
2518	0.8128	942.966286
2519	0.8131	2975.490808
2520	0.8131	2976.490652
2521	0.8165	942.965036
2522	0.8155	5076.454551
2523	0.8165	5091.451964
2524	0.8165	5075.457128
2525	0.8167	5108.448235
2526	0.8165	5107.44989
2527	0.8165	3051.487064
2528	0.8204	1102.01571
2529	0.8206	3039.451923
2530	0.8206	3056.44994
2531	0.8204	3055.446044
2532	0.8255	1102.01741
2533	0.8293	1102.01781
2534	0.8293	942.968686
2535	0.8308	942.965836
2536	0.8328	942.966236
2537	0.8355	1102.01811
2538	0.8355	942.966386
2539	0.8422	942.965636
2540	0.276	536.323762
2541	0.2766	1075.556774
2542	0.5998	2723.404324
2543	0.2685	536.319033
